ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
ZM,105.64,11,6,0,17,1.56,5.5%,17.4%,22.8%,-3.3%,0.132,0.053,0.7739,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SHO,10.62,10,7,0,17,1.44,4.6%,11.1%,15.8%,-0.8%,0.063,0.11,0.43502998,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HLIT,15.2,10,6,0,16,2.33,21.2%,45.7%,47.7%,0.0%,0.381,0.434,0.48291,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BB,7.91,10,6,0,16,1.69,27.8%,50.1%,138.3%,0.0%,1.287,0.101,0.76161003,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LPG,46.46,9,7,0,16,1.89,16.5%,30.1%,37.4%,-2.6%,0.279,1.069,0.69361,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
IMPP,5.68,9,7,0,16,1.23,17.6%,26.2%,43.8%,-10.6%,0.342,0.951,0.44805,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MRAM,33.68,9,6,0,15,1.68,-10.4%,166.9%,213.3%,-23.5%,2.037,0.118,0.51161,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ARM,306.51,9,6,0,15,1.46,46.5%,49.8%,147.6%,0.0%,1.381,0.201,0.97541,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
LTH,32.07,8,7,0,15,0.86,-4.9%,18.0%,12.9%,-5.1%,0.033,0.117,0.47876,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
HPE,37.58,9,6,0,15,0.93,13.5%,34.6%,89.1%,0.0%,0.795,0.184,0.32071,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ASYS,22.08,8,6,0,14,0.96,4.7%,28.1%,89.9%,-2.6%,0.803,0.314,0.45926,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
TTMI,189.92,8,6,0,14,1.08,13.5%,42.8%,77.7%,0.0%,0.682,0.304,0.21004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
NTAP,139.36,8,6,0,14,1.33,16.2%,28.6%,39.3%,0.0%,0.298,0.044,0.70458,"above_low_20_80, within_high_75, price_above_ma150, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ATKR,84.75,10,4,0,14,1.37,14.6%,18.1%,30.7%,0.0%,0.211,0.042,0.20871,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
VSH,47.25,9,5,0,14,1.78,26.9%,72.9%,146.0%,0.0%,1.364,0.173,0.19916001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
HYLN,5.99,10,4,0,14,3.57,28.3%,216.9%,207.2%,0.0%,1.976,4.791,0.06325,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
UTI,40.06,9,5,0,14,1.56,1.3%,10.3%,24.6%,-3.5%,0.15,0.067,0.55527997,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FCEL,25.01,10,4,0,14,2.19,17.1%,105.5%,225.2%,-5.2%,2.157,0.607,-0.15946999,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
F,14.93,9,5,0,14,1.25,11.4%,21.1%,10.8%,0.0%,0.013,0.064,0.07064,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
BLDP,5.54,10,4,0,14,2.16,24.5%,63.9%,162.6%,0.0%,1.53,0.262,0.11444,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
BRC,87.52,8,6,0,14,1.81,23.3%,6.6%,-4.1%,-8.9%,-0.137,0.138,0.51409,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
DELL,295.19,8,6,0,14,0.9,22.0%,39.1%,148.5%,0.0%,1.39,0.395,0.20125,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
LNTH,103.0,8,6,0,14,1.32,9.7%,24.4%,40.3%,0.0%,0.307,0.012,0.60483,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SMTC,156.78,8,5,0,13,1.24,13.9%,48.8%,80.6%,0.0%,0.71,0.093,0.5251,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
AIP,36.28,8,5,0,13,1.58,7.6%,49.2%,151.8%,-2.8%,1.422,0.387,0.88804,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
EVC,9.84,9,4,0,13,1.65,25.7%,170.3%,238.0%,0.0%,2.285,1.144,0.25315002,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
BWA,65.82,8,5,0,13,1.18,4.1%,17.2%,13.5%,-2.4%,0.039,0.005,0.18787001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
MRK,122.41,9,4,0,13,0.95,9.9%,6.8%,-0.4%,-0.6%,-0.1,0.049,0.76725996,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
LTRX,7.08,9,4,0,13,1.86,12.9%,10.6%,20.6%,-1.7%,0.11,0.059,0.42959,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
ASTS,105.86,8,4,0,12,1.37,26.5%,34.4%,26.2%,-13.3%,0.166,19.522,0.44823003,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
ATEX,63.57,8,4,0,12,1.19,11.4%,43.8%,75.1%,0.0%,0.655,0.004,1.0,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
GFS,85.64,8,4,0,12,1.49,20.6%,39.2%,85.5%,0.0%,0.76,0.031,0.26111,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
CRSR,7.7,8,4,0,12,1.01,14.6%,20.5%,42.6%,-21.1%,0.33,-0.041,0.30211002,"above_low_20_80, within_high_75, price_above_ma150, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ENS,232.24,8,4,0,12,1.66,-2.0%,11.8%,38.9%,-3.1%,0.294,0.013,0.29318002,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
IMAX,39.12,8,4,0,12,1.44,16.5%,6.9%,6.3%,-8.7%,-0.032,-0.061,0.59136003,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_line_rising","earnings_accelerating, gross_margin_healthy, eps_positive, inst_holders"
LPTH,16.95,8,4,0,12,1.98,47.1%,15.9%,51.3%,0.0%,0.418,1.089,0.32101002,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
TE,8.08,8,4,0,12,3.52,42.5%,49.9%,28.5%,-14.9%,0.189,2.323,0.07605,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
VPG,113.76,8,4,0,12,1.93,16.9%,96.9%,143.0%,0.0%,1.335,0.176,0.39235002,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
